page_type,race_rec,sex,year_dx,interval,alive_at_start,died,lost_to_followup,obs_int,obs_cum,exp_int,exp_cum,rel_int,rel_cum,obs_se_int,obs_se_cum,rel_se_int,rel_se_cum
0,0,0,0,1,8182,5595,2,0.3160983,0.3160983,0.9652267,0.9652267,0.327486,0.327486,0.51405,0.51405,0.53257,0.53257
0,0,0,0,2,2585,1072,2,0.5851393,0.1849615,0.9692184,0.9355155,0.6037229,0.1977108,0.96925,0.42935,1.00003,0.45895
0,0,0,0,3,1511,394,1,0.7391592,0.136716,0.9707306,0.9081335,0.7614463,0.1505462,1.12979,0.37998,1.16385,0.41842
0,0,0,0,4,1116,180,0,0.8387097,0.114665,0.9709031,0.8817096,0.8638449,0.1300485,1.10098,0.35245,1.13397,0.39973
0,0,0,0,5,936,133,0,0.857906,0.0983718,0.9702173,0.8554499,0.8842411,0.1149943,1.14122,0.32947,1.17625,0.38514
0,0,0,0,6,803,95,0,0.8816936,0.0867338,0.970902,0.8305579,0.9081181,0.1044284,1.13974,0.31138,1.1739,0.3749
0,0,0,0,7,708,67,1,0.9053004,0.0785202,0.9710779,0.8065364,0.9322634,0.0973548,1.1008,0.29762,1.13358,0.36901
0,0,0,0,8,640,45,0,0.9296875,0.0729992,0.970017,0.782354,0.958424,0.0933071,1.01064,0.28785,1.04187,0.36793
0,0,0,0,9,595,42,0,0.9294118,0.0678463,0.9682912,0.7575465,0.9598474,0.0895606,1.05005,0.27829,1.08444,0.36736
0,0,0,0,10,553,55,1,0.9004525,0.0610924,0.96646,0.7321384,0.9317018,0.0834438,1.27374,0.26507,1.31794,0.36205
0,0,0,0,11,497,36,0,0.9275654,0.0566672,0.9652958,0.7067301,0.9609131,0.0801822,1.1627,0.25593,1.2045,0.36213
0,0,0,0,12,461,34,0,0.9262473,0.0524878,0.9644003,0.6815707,0.9604387,0.0770101,1.21731,0.24689,1.26225,0.36223
0,0,0,0,13,427,40,0,0.9063232,0.0475709,0.9633289,0.6565767,0.9408243,0.072453,1.41008,0.23568,1.46376,0.35895
0,0,0,0,14,387,28,0,0.9276486,0.0441291,0.9626977,0.6320849,0.9635928,0.0698152,1.31692,0.22743,1.36795,0.35981
0,0,0,0,15,359,32,0,0.9108635,0.0401956,0.9609002,0.6073705,0.9479273,0.0661797,1.50386,0.21753,1.56505,0.35814
0,0,0,0,16,327,29,1,0.9111792,0.0366254,0.9584502,0.5821344,0.9506798,0.0629157,1.57441,0.20806,1.64266,0.35741
0,0,0,0,17,297,31,0,0.8956229,0.0328025,0.9562696,0.5566774,0.9365799,0.0589256,1.77414,0.19735,1.85527,0.35451
0,0,0,0,18,266,23,1,0.913371,0.0299609,0.9529215,0.5304699,0.9584955,0.0564799,1.72633,0.18894,1.81161,0.35617
0,0,0,0,19,242,15,0,0.9380165,0.0281038,0.9544269,0.5062947,0.9828061,0.0555088,1.55001,0.18321,1.62403,0.36187
0,0,0,0,20,227,18,0,0.9207048,0.0258753,0.9542687,0.4831412,0.9648276,0.0535564,1.79337,0.17605,1.87932,0.36439
0,0,0,0,21,209,18,0,0.9138756,0.0236468,0.949663,0.4588214,0.9623157,0.0515382,1.94059,0.16854,2.04345,0.36734
0,0,0,0,22,191,14,0,0.9267016,0.0219135,0.9471799,0.4345864,0.9783797,0.0504239,1.88582,0.16243,1.99099,0.37376
0,0,0,0,23,177,23,0,0.8700565,0.019066,0.9430976,0.4098574,0.922552,0.0465187,2.52734,0.15179,2.67983,0.37035
0,0,0,0,24,154,16,0,0.8961039,0.0170851,0.9463027,0.3878491,0.9469527,0.044051,2.45877,0.14387,2.59829,0.37094
0,0,0,0,25,138,13,0,0.9057971,0.0154757,0.9451769,0.366586,0.958336,0.0422156,2.48661,0.13707,2.63084,0.3739
0,0,0,0,26,125,4,0,0.968,0.0149804,0.9448671,0.3463751,1,0.0422156,1.57419,0.1349,1.66605,0.3739
0,0,0,0,27,121,16,0,0.8677686,0.0129996,0.9407042,0.3258365,0.922467,0.039896,3.07947,0.12582,3.27358,0.38615
0,0,0,0,28,105,13,0,0.8761905,0.0113901,0.9408023,0.3065477,0.9313226,0.037156,3.21426,0.1179,3.41651,0.3846
0,0,0,0,29,92,6,1,0.9344262,0.0106432,0.9417272,0.2886844,0.9922472,0.0368679,2.58778,0.11404,2.74791,0.39504
0,0,0,0,30,85,9,1,0.8934911,0.0095096,0.9424046,0.2720575,0.9480972,0.0349544,3.35591,0.10797,3.561,0.39688
0,0,0,0,31,75,6,0,0.92,0.0087488,0.9357269,0.2545715,0.9831928,0.0343669,3.13262,0.10371,3.3478,0.40738
0,0,0,0,32,69,3,0,0.9565217,0.0083685,0.936341,0.2383657,1,0.0343669,2.45504,0.1015,2.62195,0.40738
0,0,0,0,33,66,12,0,0.8181818,0.0068469,0.9329924,0.2223934,0.8769437,0.0307874,4.74757,0.09206,5.08854,0.41394
0,0,0,0,34,54,9,0,0.8333333,0.0057058,0.9333261,0.2075656,0.8928641,0.027489,5.07151,0.08421,5.4338,0.40569
0,0,0,0,35,45,3,0,0.9333333,0.0053254,0.9355162,0.194181,0.9976667,0.0274248,3.71849,0.08141,3.9748,0.41923
0,0,0,0,36,42,4,2,0.902439,0.0048058,0.9354511,0.1816468,0.96471,0.026457,4.63399,0.0775,4.95375,0.42665
0,0,0,0,37,36,2,2,0.9428571,0.0045312,0.9380635,0.1703962,1,0.026457,3.92347,0.07546,4.18252,0.42665
0,0,0,0,38,32,2,0,0.9375,0.004248,0.9372201,0.1596988,1,0.026457,4.27908,0.07336,4.56572,0.42665
0,0,0,1,1,8668,5746,5,0.3369107,0.3369107,0.964942,0.964942,0.3491513,0.3491513,0.50775,0.50775,0.52619,0.52619
0,0,0,1,2,2917,1212,3,0.5842909,0.1968539,0.9696142,0.9356215,0.6026014,0.210399,0.91275,0.42729,0.94136,0.4567
0,0,0,1,3,1702,409,2,0.7595532,0.149521,0.9693283,0.9069244,0.7835872,0.164866,1.03618,0.38333,1.06897,0.42267
0,0,0,1,4,1291,219,0,0.8303641,0.1241569,0.9691353,0.8789324,0.8568092,0.1412587,1.04455,0.35455,1.07782,0.40339
0,0,0,1,5,1072,144,0,0.8656716,0.1074791,0.9690203,0.8517033,0.8933473,0.1261931,1.04151,0.33306,1.07481,0.39105
0,0,0,1,6,928,102,0,0.8900862,0.0956656,0.96769,0.8241848,0.9198051,0.116073,1.02676,0.31632,1.06104,0.3838
0,0,0,1,7,826,77,1,0.9067232,0.0867422,0.9672978,0.7972322,0.9373775,0.1088043,1.0122,0.30272,1.04642,0.37972
0,0,0,1,8,748,79,0,0.894385,0.077581,0.965319,0.7695833,0.9265176,0.1008091,1.12376,0.28776,1.16414,0.37392
0,0,0,1,9,669,61,0,0.9088191,0.0705071,0.9657084,0.7431931,0.9410907,0.0948705,1.11295,0.27541,1.15248,0.37058
0,0,0,1,10,608,56,0,0.9078947,0.064013,0.9639446,0.7163969,0.9418536,0.0893541,1.17276,0.26336,1.21662,0.36762
0,0,0,1,11,552,60,1,0.8912058,0.0570488,0.9639038,0.6905377,0.9245796,0.082615,1.32593,0.24958,1.37558,0.36143
0,0,0,1,12,491,48,0,0.9022403,0.0514717,0.9635441,0.6653635,0.9363768,0.0773587,1.34029,0.23781,1.391,0.35742
0,0,0,1,13,443,42,1,0.9050847,0.0465862,0.9622173,0.6402243,0.9406241,0.0727655,1.39334,0.22687,1.44805,0.35437
0,0,0,1,14,400,38,0,0.905,0.0421605,0.9609961,0.6152531,0.9417312,0.0685255,1.46607,0.21638,1.52558,0.3517
0,0,0,1,15,362,35,1,0.9031812,0.0380786,0.9592431,0.5901773,0.9415561,0.0645206,1.5553,0.20614,1.62138,0.34928
0,0,0,1,16,326,25,0,0.9233129,0.0351585,0.9585102,0.5656909,0.9632791,0.0621514,1.47376,0.19843,1.53755,0.35078
0,0,0,1,17,301,24,0,0.9202658,0.0323551,0.9574176,0.5416025,0.9611958,0.0597396,1.56133,0.19068,1.63078,0.35207
0,0,0,1,18,277,30,0,0.8916968,0.028851,0.9555097,0.5175064,0.9332158,0.05575,1.86719,0.18044,1.95413,0.34868
0,0,0,1,19,247,29,1,0.8823529,0.0254567,0.9553463,0.4943978,0.9235949,0.0514904,2.05212,0.16987,2.14804,0.34359
0,0,0,1,20,217,21,0,0.9032258,0.0229932,0.9535228,0.4714196,0.9472514,0.0487744,2.007,0.16171,2.10483,0.34303
0,0,0,1,21,196,24,0,0.877551,0.0201777,0.952765,0.4491521,0.9210571,0.044924,2.34145,0.15178,2.45754,0.33793
0,0,0,1,22,172,25,0,0.8546512,0.0172449,0.9523201,0.4277366,0.8974411,0.0403166,2.68742,0.1406,2.82197,0.3287
0,0,0,1,23,147,21,0,0.8571429,0.0147813,0.9520366,0.4072209,0.9003255,0.0362981,2.88615,0.13038,3.03155,0.32018
0,0,0,1,24,126,8,0,0.9365079,0.0138428,0.9502341,0.3869552,0.985555,0.0357737,2.17235,0.12626,2.28612,0.32629
0,0,0,1,25,118,9,0,0.9237288,0.012787,0.9482654,0.3669362,0.9741247,0.0348481,2.4435,0.12143,2.57681,0.33094
0,0,0,1,26,109,11,2,0.8981481,0.0114846,0.9476048,0.3477105,0.9478088,0.0330293,2.91036,0.11524,3.07128,0.33143
0,0,0,1,27,96,16,0,0.8333333,0.0095705,0.9503034,0.3304305,0.8769129,0.0289638,3.80363,0.1055,4.00254,0.31929
0,0,0,1,28,80,5,0,0.9375,0.0089724,0.9500665,0.3139309,0.9867731,0.0285807,2.70633,0.10224,2.84857,0.32569
0,0,0,1,29,75,7,0,0.9066667,0.008135,0.9504693,0.2983817,0.9539147,0.0272636,3.35901,0.09748,3.53406,0.32668
0,0,0,1,30,68,7,1,0.8962963,0.0072913,0.9463867,0.2823845,0.9470719,0.0258206,3.71083,0.09244,3.92105,0.32734
0,0,0,1,31,60,5,0,0.9166667,0.0066837,0.9434508,0.2664159,0.9716105,0.0250875,3.56812,0.08864,3.78199,0.3327
0,0,0,1,32,55,4,1,0.9266055,0.0061932,0.9438876,0.2514666,0.9816905,0.0246282,3.53249,0.08546,3.74249,0.33984
0,0,0,1,33,50,5,0,0.9,0.0055739,0.9412987,0.2367052,0.9561258,0.0235477,4.24264,0.08128,4.50722,0.34337
0,0,0,1,34,45,6,0,0.8666667,0.0048307,0.9439028,0.2234267,0.9181737,0.0216208,5.06745,0.07589,5.36861,0.33967
0,0,0,1,35,39,4,0,0.8974359,0.0043352,0.9416635,0.2103928,0.9530325,0.0206054,4.85811,0.07204,5.15907,0.3424
0,0,0,1,36,35,1,0,0.9714286,0.0042114,0.9430523,0.1984114,1,0.0206054,2.81603,0.07104,2.98608,0.3424
0,0,0,1,37,34,4,1,0.880597,0.0037085,0.9403576,0.1865777,0.9364491,0.0198765,5.6024,0.06686,5.95773,0.35833
0,0,0,1,38,29,1,28,NA,NA,0.932645,0.1740107,NA,NA,NA,NA,NA,NA
0,0,0,2,1,9007,5891,2,0.3458805,0.3458805,0.9651871,0.9651871,0.3583559,0.3583559,0.50122,0.50122,0.51929,0.51929
0,0,0,2,2,3114,1303,0,0.5815671,0.2011527,0.969841,0.9360781,0.599652,0.2148888,0.884,0.42244,0.91149,0.45129
0,0,0,2,3,1811,465,0,0.7432358,0.1495039,0.9703073,0.9082833,0.7659798,0.1646005,1.02653,0.37579,1.05794,0.41373
0,0,0,2,4,1346,226,2,0.8319703,0.1243828,0.9702834,0.8812923,0.8574508,0.1411368,1.0195,0.34782,1.05072,0.39467
0,0,0,2,5,1118,142,0,0.8729875,0.1085846,0.9706005,0.8553827,0.8994303,0.1269428,0.99588,0.32794,1.02604,0.38338
0,0,0,2,6,976,90,0,0.9077869,0.0985717,0.9690627,0.8289194,0.936768,0.1189159,0.92611,0.31422,0.95568,0.37907
0,0,0,2,7,886,88,0,0.9006772,0.0887813,0.9676623,0.802114,0.9307764,0.1106841,1.00483,0.29984,1.03841,0.37382
0,0,0,2,8,798,71,0,0.9110276,0.0808822,0.9674098,0.775973,0.9417183,0.1042333,1.00784,0.28745,1.04179,0.37044
0,0,0,2,9,727,66,0,0.909216,0.0735394,0.9667034,0.7501357,0.9405325,0.0980348,1.06554,0.2752,1.10224,0.36686
0,0,0,2,10,661,71,0,0.892587,0.0656403,0.965667,0.7243813,0.9243218,0.0906157,1.20435,0.26112,1.24717,0.36047
0,0,0,2,11,590,44,0,0.9254237,0.0607451,0.9651808,0.699159,0.9588086,0.0868831,1.08155,0.25185,1.12056,0.36023
0,0,0,2,12,546,54,0,0.9010989,0.0547373,0.9638253,0.6738671,0.9349194,0.0812287,1.27759,0.23985,1.32554,0.35593
0,0,0,2,13,492,39,1,0.9206511,0.050394,0.9632397,0.6490955,0.955786,0.0776372,1.21915,0.23068,1.26567,0.35539
0,0,0,2,14,452,36,0,0.920354,0.0463803,0.9614445,0.6240693,0.9572617,0.0743192,1.27347,0.22179,1.32454,0.3554
0,0,0,2,15,416,43,1,0.8965102,0.0415804,0.9599079,0.5990491,0.9339544,0.0694107,1.49431,0.21057,1.55672,0.35151
0,0,0,2,16,372,33,1,0.9111709,0.0378869,0.9579688,0.5738703,0.9511488,0.0660199,1.47604,0.20145,1.5408,0.35103
0,0,0,2,17,338,24,1,0.9288889,0.0351927,0.9573417,0.54939,0.9702793,0.0640578,1.39899,0.19448,1.46132,0.354
0,0,0,2,18,313,32,0,0.8977636,0.0315947,0.9560797,0.5252606,0.939005,0.0601506,1.71243,0.18471,1.79109,0.35165
0,0,0,2,19,281,23,0,0.9181495,0.0290087,0.9556464,0.5019634,0.9607628,0.0577904,1.63536,0.17729,1.71126,0.35318
0,0,0,2,20,258,24,1,0.9067961,0.026305,0.9527329,0.478237,0.9517842,0.055004,1.81169,0.16913,1.90157,0.35366
0,0,0,2,21,233,21,0,0.9098712,0.0239341,0.9522145,0.4553842,0.9555318,0.0525581,1.87605,0.16161,1.97019,0.35489
0,0,0,2,22,212,22,0,0.8962264,0.0214504,0.9505391,0.4328605,0.9428612,0.049555,2.09452,0.15327,2.20351,0.35408
0,0,0,2,23,190,22,1,0.883905,0.0189601,0.9487455,0.4106745,0.9316566,0.0461682,2.32705,0.14438,2.45276,0.35156
0,0,0,2,24,167,12,0,0.9281437,0.0175977,0.9468762,0.3888579,0.9802165,0.0452548,1.9984,0.13926,2.11052,0.35812
0,0,0,2,25,155,17,1,0.8899676,0.0156614,0.944827,0.3674034,0.9419372,0.0426272,2.51758,0.13162,2.66459,0.35823
0,0,0,2,26,137,14,0,0.8978102,0.014061,0.9498763,0.3489878,0.9451865,0.0402907,2.58783,0.12492,2.72439,0.35796
0,0,0,2,27,123,10,2,0.9180328,0.0129084,0.9492577,0.3312794,0.967106,0.0389653,2.48353,0.11988,2.61629,0.36188
0,0,0,2,28,111,7,0,0.9369369,0.0120944,0.9512348,0.3151245,0.9849692,0.0383797,2.30718,0.1162,2.42546,0.36875
0,0,0,2,29,104,10,0,0.9038462,0.0109315,0.9456183,0.2979874,0.9558256,0.0366843,2.89077,0.1107,3.05702,0.37148
0,0,0,2,30,94,4,0,0.9574468,0.0104663,0.9461556,0.2819425,1,0.0366843,2.0819,0.1084,2.20038,0.37148
0,0,0,2,31,90,8,2,0.9101124,0.0095255,0.9441239,0.2661886,0.9639756,0.0357848,3.03181,0.10363,3.21125,0.38933
0,0,0,2,32,80,7,1,0.9119497,0.0086868,0.939193,0.2500025,0.9709929,0.0347467,3.1781,0.09924,3.38386,0.39696
0,0,0,2,33,72,9,1,0.8741259,0.0075933,0.9403632,0.2350931,0.929562,0.0322992,3.92285,0.0932,4.17164,0.39644
0,0,0,2,34,62,8,1,0.8699187,0.0066056,0.9457216,0.2223327,0.9198465,0.0297104,4.28953,0.08738,4.53572,0.39299
0,0,0,2,35,53,6,0,0.8867925,0.0058578,0.9463017,0.2103938,0.9371138,0.027842,4.35222,0.08265,4.59919,0.39281
0,0,0,2,36,47,4,0,0.9148936,0.0053592,0.9510816,0.2001017,0.9619507,0.0267826,4.07022,0.07928,4.27957,0.39621
0,0,0,2,37,43,3,40,NA,NA,0.9469191,0.1894801,NA,NA,NA,NA,NA,NA
0,0,0,3,1,9321,5949,3,0.361661,0.361661,0.966251,0.966251,0.374293,0.374293,0.49771,0.49771,0.5151,0.5151
0,0,0,3,2,3369,1444,0,0.5713862,0.2066481,0.9704267,0.9376758,0.5887989,0.2203833,0.8526,0.41947,0.87859,0.44735
0,0,0,3,3,1925,481,0,0.7501299,0.1550129,0.9712721,0.9107383,0.7723169,0.1702058,0.98676,0.37495,1.01594,0.4117
0,0,0,3,4,1444,252,0,0.8254848,0.1279608,0.970832,0.8841739,0.8502859,0.1447236,0.99882,0.34608,1.02883,0.39142
0,0,0,3,5,1192,147,1,0.8766261,0.1121738,0.9707711,0.8583304,0.9030204,0.1306883,0.95273,0.32696,0.98142,0.38093
0,0,0,3,6,1044,128,0,0.8773946,0.0984207,0.9694681,0.832124,0.9050268,0.1182765,1.01508,0.30865,1.04705,0.37092
0,0,0,3,7,916,95,3,0.8961181,0.0881965,0.9689523,0.8062884,0.924832,0.1093859,1.00893,0.29387,1.04126,0.36447
0,0,0,3,8,818,70,0,0.9144254,0.0806492,0.9682807,0.7807136,0.9443805,0.1033019,0.97807,0.28223,1.01011,0.3615
0,0,0,3,9,748,76,1,0.8983278,0.0724494,0.9672084,0.7551127,0.9287841,0.0959451,1.10538,0.26875,1.14286,0.35591
0,0,0,3,10,671,60,0,0.9105812,0.065971,0.9678123,0.7308074,0.9408655,0.0902715,1.10157,0.2574,1.13821,0.35222
0,0,0,3,11,611,50,0,0.9181669,0.0605724,0.9665658,0.7063735,0.9499269,0.0857513,1.10893,0.2474,1.14729,0.35024
0,0,0,3,12,561,47,0,0.916221,0.0554977,0.9651745,0.6817737,0.9492802,0.081402,1.16973,0.23749,1.21194,0.34834
0,0,0,3,13,514,40,0,0.922179,0.0511788,0.9646062,0.6576431,0.956016,0.0778216,1.18161,0.22862,1.22497,0.34763
0,0,0,3,14,474,42,0,0.9113924,0.046644,0.963321,0.6335215,0.9460942,0.0736266,1.30527,0.21881,1.35496,0.34538
0,0,0,3,15,432,46,0,0.8935185,0.0416773,0.960805,0.6086906,0.9299686,0.0684704,1.48404,0.2074,1.54458,0.34073
0,0,0,3,16,386,22,0,0.9430052,0.0393019,0.9594777,0.5840251,0.9828317,0.0672949,1.18,0.20167,1.22983,0.34531
0,0,0,3,17,364,26,2,0.9283747,0.0364869,0.9567187,0.5587477,0.9703737,0.0653012,1.35345,0.19463,1.41468,0.34834
0,0,0,3,18,336,29,0,0.9136905,0.0333377,0.9557974,0.5340496,0.9559458,0.0624244,1.532,0.18641,1.60285,0.34906
0,0,0,3,19,307,23,0,0.9250814,0.0308401,0.954185,0.5095821,0.9694991,0.0605204,1.5025,0.17957,1.57465,0.3524
0,0,0,3,20,284,29,0,0.8978873,0.0276909,0.9520449,0.485145,0.9431144,0.0570777,1.79677,0.17049,1.88727,0.35143
0,0,0,3,21,255,24,0,0.9058824,0.0250847,0.9513383,0.4615371,0.952219,0.0543504,1.82853,0.16254,1.92206,0.35216
0,0,0,3,22,231,22,2,0.9043478,0.0226853,0.9490689,0.4380305,0.952879,0.0517894,1.93933,0.15483,2.0434,0.35347
0,0,0,3,23,207,16,1,0.9225182,0.0209276,0.9511025,0.4166119,0.9699461,0.0502329,1.86049,0.14894,1.95614,0.3575
0,0,0,3,24,190,19,1,0.8997361,0.0188293,0.9482134,0.395037,0.9488752,0.0476648,2.18185,0.14157,2.30101,0.35837
0,0,0,3,25,170,14,0,0.9176471,0.0172787,0.9464201,0.3738709,0.969598,0.0462157,2.1084,0.13584,2.22776,0.36334
0,0,0,3,26,156,21,1,0.8649518,0.0149452,0.9446489,0.3531768,0.915633,0.0423166,2.74079,0.12668,2.90138,0.35869
0,0,0,3,27,134,11,0,0.9179104,0.0137184,0.943791,0.3333251,0.9725781,0.0411562,2.37133,0.12156,2.51256,0.3647
0,0,0,3,28,123,14,0,0.8861789,0.0121569,0.9428468,0.3142745,0.939897,0.0386826,2.86365,0.11467,3.03724,0.36486
0,0,0,3,29,109,7,1,0.9354839,0.0113726,0.9437163,0.2965859,0.9912766,0.0383451,2.35851,0.11103,2.49917,0.37438
0,0,0,3,30,101,9,0,0.9108911,0.0103592,0.9425868,0.279558,0.9663737,0.0370557,2.83487,0.10615,3.00754,0.37972
0,0,0,3,31,92,11,0,0.8804348,0.0091206,0.9400574,0.2628006,0.9365755,0.0347055,3.38265,0.09982,3.59834,0.37981
0,0,0,3,32,81,8,1,0.9006211,0.0082142,0.9418284,0.247513,0.9562476,0.033187,3.33442,0.0949,3.54037,0.38342
0,0,0,3,33,72,8,2,0.8873239,0.0072887,0.9380743,0.2321856,0.9458995,0.0313916,3.75256,0.08967,4.00028,0.38621
0,0,0,3,34,62,10,0,0.8387097,0.0061131,0.939903,0.2182319,0.8923364,0.0280119,4.67105,0.08256,4.96971,0.37829
0,0,0,3,35,52,4,0,0.9230769,0.0056428,0.9422418,0.2056273,0.9796604,0.0274421,3.69527,0.07948,3.92178,0.38654
0,0,0,3,36,48,1,47,NA,NA,0.9379038,0.1928586,NA,NA,NA,NA,NA,NA
0,0,0,4,1,9587,6234,3,0.3496427,0.3496427,0.9664198,0.9664198,0.3617917,0.3617917,0.48706,0.48706,0.50398,0.50398
0,0,0,4,2,3350,1408,1,0.5796388,0.2026665,0.970886,0.9382834,0.5970204,0.215997,0.8529,0.41065,0.87848,0.43766
0,0,0,4,3,1941,482,1,0.7516104,0.1523262,0.9710809,0.9111491,0.7739936,0.1671803,0.98086,0.36712,1.01007,0.40292
0,0,0,4,4,1458,243,0,0.8333333,0.1269385,0.9713298,0.8850263,0.8579304,0.1434291,0.97601,0.34015,1.00482,0.38434
0,0,0,4,5,1215,152,0,0.8748971,0.1110581,0.9706342,0.8590368,0.9013664,0.1292822,0.94913,0.32106,0.97784,0.37374
0,0,0,4,6,1063,126,0,0.8814675,0.0978941,0.970109,0.8333593,0.9086273,0.1174693,0.99141,0.30367,1.02196,0.36439
0,0,0,4,7,937,83,0,0.9114194,0.0892226,0.9689222,0.8074603,0.9406529,0.1104978,0.92824,0.2913,0.95801,0.36076
0,0,0,4,8,854,94,1,0.8898653,0.0793961,0.967336,0.7810854,0.9199134,0.1016484,1.07157,0.27629,1.10776,0.35373
0,0,0,4,9,759,76,0,0.8998682,0.071446,0.9673961,0.755619,0.9301962,0.094553,1.08957,0.26324,1.12629,0.34838
0,0,0,4,10,683,70,0,0.897511,0.0641236,0.9663003,0.7301548,0.9288117,0.0878219,1.16051,0.25039,1.20098,0.34293
0,0,0,4,11,613,58,0,0.9053834,0.0580564,0.9653861,0.7048813,0.9378459,0.0823634,1.18214,0.23904,1.22453,0.33912
0,0,0,4,12,555,47,0,0.9153153,0.05314,0.9635828,0.6792115,0.9499083,0.0782377,1.18179,0.2293,1.22646,0.3376
0,0,0,4,13,508,48,0,0.9055118,0.0481189,0.9620339,0.6534245,0.9412473,0.073641,1.29779,0.21879,1.34901,0.33483
0,0,0,4,14,460,39,0,0.9152174,0.0440392,0.9608,0.6278103,0.9525576,0.0701473,1.29878,0.20976,1.35177,0.33412
0,0,0,4,15,421,51,0,0.8788599,0.0387043,0.9584718,0.6017384,0.9169386,0.0643208,1.59024,0.19721,1.65914,0.32773
0,0,0,4,16,370,31,1,0.9161028,0.0354571,0.957048,0.5758926,0.9572173,0.061569,1.44224,0.18909,1.50697,0.32834
0,0,0,4,17,338,40,0,0.8816568,0.031261,0.9554853,0.5502568,0.922732,0.0568117,1.75696,0.17797,1.83882,0.32343
0,0,0,4,18,298,36,1,0.8789916,0.0274782,0.9536453,0.5247498,0.9217176,0.0523643,1.89085,0.16723,1.98276,0.31869
0,0,0,4,19,261,27,0,0.8965517,0.0246356,0.9519196,0.4995197,0.9418355,0.0493186,1.88508,0.15863,1.98029,0.31756
0,0,0,4,20,234,25,0,0.8931624,0.0220036,0.9495545,0.4743212,0.940612,0.0463896,2.01939,0.15016,2.12667,0.31658
0,0,0,4,21,209,20,0,0.9043062,0.019898,0.947718,0.4495227,0.9541934,0.0442647,2.03482,0.14298,2.14708,0.31807
0,0,0,4,22,189,13,0,0.9312169,0.0185293,0.9470368,0.4257145,0.9832954,0.0435253,1.84092,0.13809,1.94388,0.32438
0,0,0,4,23,176,13,2,0.9257143,0.0171529,0.9455672,0.4025417,0.9790042,0.0426114,1.98231,0.13301,2.09643,0.33042
0,0,0,4,24,161,23,0,0.8571429,0.0147025,0.9421318,0.3792473,0.9097908,0.0387675,2.75781,0.12343,2.9272,0.32546
0,0,0,4,25,138,12,2,0.9124088,0.0134147,0.9452225,0.3584731,0.9652847,0.0374216,2.41526,0.11809,2.55523,0.32941
0,0,0,4,26,124,13,0,0.8951613,0.0120083,0.9475028,0.3396543,0.9447584,0.0353544,2.75106,0.11196,2.90349,0.32964
0,0,0,4,27,111,13,1,0.8823529,0.0105955,0.9438629,0.3205871,0.9348316,0.0330504,3.065,0.10542,3.24729,0.32885
0,0,0,4,28,97,5,1,0.9481865,0.0100465,0.9460654,0.3032964,1,0.0330504,2.25634,0.10278,2.38497,0.32885
0,0,0,4,29,91,15,0,0.8351648,0.0083905,0.9437663,0.2862409,0.8849276,0.0293128,3.88947,0.09431,4.12122,0.32949
0,0,0,4,30,76,14,0,0.8157895,0.0068449,0.9454983,0.2706403,0.8628143,0.0252915,4.44672,0.08551,4.70304,0.31595
0,0,0,4,31,62,7,0,0.8870968,0.0060721,0.9499296,0.2570892,0.9338553,0.0236186,4.01923,0.08069,4.23108,0.31386
0,0,0,4,32,55,6,0,0.8909091,0.0054097,0.949803,0.2441841,0.9379936,0.0221541,4.20368,0.07628,4.42584,0.31241
0,0,0,4,33,49,6,0,0.877551,0.0047473,0.9500375,0.231984,0.9237015,0.0204638,4.68291,0.07158,4.92918,0.30854
0,0,0,4,34,43,3,1,0.9294118,0.0044122,0.9495753,0.2202863,0.9787658,0.0200292,3.92894,0.06909,4.13758,0.31364
0,0,0,4,35,39,1,38,NA,NA,0.948893,0.2090281,NA,NA,NA,NA,NA,NA
0,0,0,5,1,10020,6443,4,0.3568577,0.3568577,0.96605,0.96605,0.3693987,0.3693987,0.47864,0.47864,0.49546,0.49546
0,0,0,5,2,3573,1539,0,0.5692695,0.2031482,0.9697592,0.9368359,0.5870215,0.216845,0.82841,0.40204,0.85424,0.42915
0,0,0,5,3,2034,515,2,0.7466798,0.1516866,0.9691807,0.9079633,0.7704237,0.1670625,0.96457,0.35849,0.99524,0.39483
0,0,0,5,4,1517,271,0,0.8213579,0.124589,0.9694643,0.880238,0.8472287,0.1415402,0.98348,0.33008,1.01446,0.37499
0,0,0,5,5,1246,169,1,0.8643115,0.1076837,0.9691443,0.8530777,0.8918295,0.1262297,0.97036,0.30985,1.00126,0.36322
0,0,0,5,6,1076,115,1,0.893073,0.0961694,0.9687233,0.8263962,0.9219072,0.1163721,0.94228,0.29474,0.97271,0.35665
0,0,0,5,7,960,103,1,0.8926524,0.0858459,0.9678906,0.7998612,0.9222658,0.107326,0.99934,0.2801,1.0325,0.35019
0,0,0,5,8,856,94,0,0.8901869,0.0764189,0.9670373,0.7734956,0.9205301,0.0987968,1.06864,0.26568,1.10506,0.34348
0,0,0,5,9,762,78,1,0.8975706,0.0685913,0.9658835,0.7471066,0.9292741,0.0918093,1.09878,0.25282,1.13759,0.3384
0,0,0,5,10,683,83,0,0.8784773,0.0602559,0.9655522,0.7213704,0.9098186,0.0835298,1.25021,0.23808,1.29482,0.33004
0,0,0,5,11,600,63,1,0.8949124,0.0539238,0.9637499,0.6952207,0.9285733,0.0775636,1.25248,0.22603,1.29959,0.32512
0,0,0,5,12,536,49,1,0.9084967,0.0489896,0.9626265,0.6692378,0.9437687,0.073202,1.24595,0.21606,1.29432,0.32284
