0	0	0	0	1	255	85	8	0.661354582	0.661354582	0.029871218	0.029871218
0	0	0	0	2	162	47	1	0.708978328	0.468886066	0.035743155	0.031738103
0	0	0	0	3	114	34	1	0.700440529	0.328426804	0.042996117	0.030010646
0	0	0	0	4	79	17	0	0.784810127	0.257752681	0.046235938	0.028023484
0	0	0	0	5	62	13	1	0.788617886	0.203268375	0.052063082	0.025855025
0	0	0	0	6	48	6	0	0.875000000	0.177859828	0.047735164	0.024616172
0	0	0	0	7	42	3	1	0.927710843	0.165002491	0.040199333	0.023929787
0	0	0	0	8	38	3	0	0.921052632	0.151975979	0.043744077	0.023192360
0	0	0	0	9	35	3	0	0.914285714	0.138949466	0.047318781	0.022390701
0	0	0	0	10	32	3	0	0.906250000	0.125922954	0.051526976	0.021517631
0	0	0	0	11	29	2	0	0.931034483	0.117238612	0.047054361	0.020891522
0	0	0	0	12	27	3	1	0.886792453	0.103966316	0.061549673	0.019882147
0	0	0	0	13	23	1	1	0.955555556	0.099345591	0.043445565	0.019528057
0	0	0	0	14	21	0	0	1.000000000	0.099345591	0.000000000	0.019528057
0	0	0	0	15	21	1	0	0.952380952	0.094614849	0.046471432	0.019162603
0	0	0	0	16	20	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	17	20	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	18	20	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	19	20	0	1	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	20	19	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	21	19	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	22	19	0	2	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	23	17	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	24	17	0	1	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	25	16	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	26	16	0	1	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	27	15	0	0	1.000000000	0.094614849	0.000000000	0.019162603
0	0	0	0	28	15	1	0	0.933333333	0.088307192	0.064406119	0.018894729
0	0	0	0	29	14	0	2	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	0	30	12	0	0	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	0	31	12	0	1	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	0	32	11	0	0	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	0	33	11	0	1	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	0	34	10	0	1	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	0	35	9	0	0	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	0	36	9	0	1	1.000000000	0.088307192	0.000000000	0.018894729
0	0	0	1	1	229	85	1	0.628008753	0.628008753	0.031974673	0.031974673
0	0	0	1	2	143	46	0	0.678321678	0.425991951	0.039062562	0.032744749
0	0	0	1	3	97	27	1	0.720207254	0.306802493	0.045696540	0.030579360
0	0	0	1	4	69	17	2	0.750000000	0.230101870	0.052510503	0.028027410
0	0	0	1	5	50	8	0	0.840000000	0.193285571	0.051845926	0.026393089
0	0	0	1	6	42	6	0	0.857142857	0.165673346	0.053994925	0.024913921
0	0	0	1	7	36	3	1	0.915492958	0.151672782	0.046683110	0.024084136
0	0	0	1	8	32	3	1	0.904761905	0.137227755	0.052301871	0.023189453
0	0	0	1	9	28	2	0	0.928571429	0.127425773	0.048670367	0.022545086
0	0	0	1	10	26	2	0	0.923076923	0.117623790	0.052258940	0.021850297
0	0	0	1	11	24	2	0	0.916666667	0.107821808	0.056416933	0.021100109
0	0	0	1	12	22	0	0	1.000000000	0.107821808	0.000000000	0.021100109
0	0	0	1	13	22	1	0	0.954545455	0.102920816	0.044409474	0.020702374
0	0	0	1	14	21	0	0	1.000000000	0.102920816	0.000000000	0.020702374
0	0	0	1	15	21	0	0	1.000000000	0.102920816	0.000000000	0.020702374
0	0	0	1	16	21	1	0	0.952380952	0.098019825	0.046471432	0.020288375
0	0	0	1	17	20	0	1	1.000000000	0.098019825	0.000000000	0.020288375
0	0	0	1	18	19	0	0	1.000000000	0.098019825	0.000000000	0.020288375
0	0	0	1	19	19	1	0	0.947368421	0.092860887	0.051227817	0.019865649
0	0	0	1	20	18	1	0	0.944444444	0.087701949	0.053990295	0.019420318
0	0	0	1	21	17	0	0	1.000000000	0.087701949	0.000000000	0.019420318
0	0	0	1	22	17	0	1	1.000000000	0.087701949	0.000000000	0.019420318
0	0	0	1	23	16	0	1	1.000000000	0.087701949	0.000000000	0.019420318
0	0	0	1	24	15	0	1	1.000000000	0.087701949	0.000000000	0.019420318
0	0	0	1	25	14	0	1	1.000000000	0.087701949	0.000000000	0.019420318
0	0	0	1	26	13	1	1	0.920000000	0.080685793	0.076733304	0.019092068
0	0	0	1	27	11	0	0	1.000000000	0.080685793	0.000000000	0.019092068
0	0	0	1	28	11	2	0	0.818181818	0.066015649	0.116291300	0.018222255
0	0	0	1	29	9	1	1	0.882352941	0.058249102	0.110510169	0.017656154
0	0	0	1	30	7	0	0	1.000000000	0.058249102	0.000000000	0.017656154
0	0	0	1	31	7	0	1	1.000000000	0.058249102	0.000000000	0.017656154
0	0	0	1	32	6	0	0	1.000000000	0.058249102	0.000000000	0.017656154
0	0	0	1	33	6	0	0	1.000000000	0.058249102	0.000000000	0.017656154
0	0	0	1	34	6	0	0	1.000000000	0.058249102	0.000000000	0.017656154
0	0	0	1	35	6	0	0	1.000000000	0.058249102	0.000000000	0.017656154
0	0	0	1	36	6	0	2	1.000000000	0.058249102	0.000000000	0.017656154
0	0	0	2	1	235	94	6	0.594827586	0.594827586	0.032230830	0.032230830
0	0	0	2	2	135	48	1	0.643122677	0.382547109	0.041309054	0.032147119
0	0	0	2	3	86	25	0	0.709302326	0.271341554	0.048965168	0.029509335
0	0	0	2	4	61	13	0	0.786885246	0.213514666	0.052432135	0.027232293
0	0	0	2	5	48	10	1	0.789473684	0.168564210	0.059152788	0.024934540
0	0	0	2	6	37	4	0	0.891891892	0.150341052	0.051048664	0.023845648
0	0	0	2	7	33	1	0	0.969696970	0.145785263	0.029840361	0.023554232
0	0	0	2	8	32	5	0	0.843750000	0.123006315	0.064186237	0.021966618
0	0	0	2	9	27	0	0	1.000000000	0.123006315	0.000000000	0.021966618
0	0	0	2	10	27	2	0	0.925925926	0.113894736	0.050401024	0.021263332
0	0	0	2	11	25	2	1	0.918367347	0.104597207	0.055316810	0.020518745
0	0	0	2	12	22	1	1	0.953488372	0.099732221	0.045417083	0.020132868
0	0	0	2	13	20	3	1	0.846153846	0.084388802	0.081705385	0.018884095
0	0	0	2	14	16	2	0	0.875000000	0.073840202	0.082679729	0.017936296
0	0	0	2	15	14	0	0	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	16	14	0	2	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	17	12	0	0	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	18	12	0	0	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	19	12	0	0	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	20	12	0	0	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	21	12	0	0	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	22	12	0	0	1.000000000	0.073840202	0.000000000	0.017936296
0	0	0	2	23	12	1	0	0.916666667	0.067686852	0.079785592	0.017465245
0	0	0	2	24	11	0	1	1.000000000	0.067686852	0.000000000	0.017465245
0	0	0	2	25	10	0	0	1.000000000	0.067686852	0.000000000	0.017465245
0	0	0	2	26	10	0	1	1.000000000	0.067686852	0.000000000	0.017465245
0	0	0	2	27	9	1	0	0.888888889	0.060166090	0.104756560	0.017067289
0	0	0	2	28	8	0	0	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	29	8	0	0	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	30	8	0	1	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	31	7	0	2	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	32	5	0	1	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	33	4	0	0	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	34	4	0	0	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	35	4	0	1	1.000000000	0.060166090	0.000000000	0.017067289
0	0	0	2	36	3	0	3	.	.	.	.
0	0	0	3	1	250	90	7	0.634888438	0.634888438	0.030665711	0.030665711
0	0	0	3	2	153	49	2	0.677631579	0.430220455	0.037909781	0.031797837
0	0	0	3	3	102	28	1	0.724137931	0.311538950	0.044363277	0.029907735
0	0	0	3	4	73	13	0	0.821917808	0.256059411	0.044777827	0.028264173
0	0	0	3	5	60	16	0	0.733333333	0.187776901	0.057089923	0.025363537
